make,model,year,mileage,hp,gear,fuel,price
Volkswagen,Tiguan,2018,48300,239,automatic,diesel,37790
Volkswagen,Crafter,2022,100,140,manual,diesel,59112
Volkswagen,T6,2022,0,110,manual,diesel,40954
Volkswagen,Arteon,2022,0,156,automatic,gasoline,60478
Volkswagen,Tiguan,2020,31390,150,automatic,gasoline,35790
Volkswagen,Golf Variant,2020,60711,116,manual,gasoline,19491
Volkswagen,Golf,2018,26790,150,manual,gasoline,22930
Volkswagen,Polo,2021,20136,95,automatic,gasoline,20450
Volkswagen,Golf,2018,17450,110,manual,gasoline,16890
Volkswagen,T-Cross,2021,10086,150,automatic,gasoline,34290
Volkswagen,Golf,2020,13647,150,manual,gasoline,24780
Volkswagen,Touran,2019,72850,116,automatic,diesel,26440
Volkswagen,Caddy,2021,20635,114,automatic,gasoline,32900
Volkswagen,T6,2022,125,110,manual,diesel,38690
Volkswagen,Golf,2022,10262,150,automatic,Hybrid - gasoline,39990
Volkswagen,T-Cross,2022,10,110,automatic,gasoline,27895
Volkswagen,T6 Kombi,2022,13293,150,automatic,diesel,46700
Volkswagen,T6,2022,150,110,manual,diesel,38950
Volkswagen,Polo,2022,2000,95,automatic,gasoline,23900
Volkswagen,Caddy,2022,1051,102,manual,diesel,30600
Volkswagen,T-Roc,2021,12425,150,automatic,gasoline,31410
Volkswagen,Passat Variant,2021,29764,150,automatic,diesel,39930
Volkswagen,Polo,2020,21713,200,automatic,gasoline,22180
Volkswagen,Tiguan,2022,10329,150,automatic,gasoline,39840
Volks
